ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,hoc_phi
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229010,Lịch sử,22.0,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229010,Lịch sử,22.0,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320303,Lưu trữ học,24.25,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320303,Lưu trữ học,24.25,D15,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320303,Lưu trữ học,24.25,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320303,Lưu trữ học,24.25,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220202,Ngôn ngữ Nga,20.0,D02,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,23.5,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220206,Ngôn ngữ Tây Ban Nha,22.5,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220204,Ngôn ngữ Trung Quốc,25.2,D04,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220202,Ngôn ngữ Nga,20.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220208,Ngôn ngữ Italia,21.5,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220205,Ngôn ngữ Đức,23.0,D05,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220203,Ngôn ngữ Pháp,23.2,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,23.5,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220206,Ngôn ngữ Tây Ban Nha,22.5,"D03, D05","0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220205,Ngôn ngữ Đức,23.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229020,Ngôn ngữ học,23.5,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220204,Ngôn ngữ Trung Quốc,25.2,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220208,Ngôn ngữ Italia,21.5,"D03, D05","0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220203,Ngôn ngữ Pháp,23.2,D03,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7220201,Ngôn ngữ Anh,26.17,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310302,Nhân học,21.75,D15,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310302,Nhân học,21.75,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310302,Nhân học,21.75,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310302,Nhân học,21.75,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310613,Nhật Bản học,25.2,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310613,Nhật Bản học,25.2,"D06, D63","0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310613,Nhật Bản học,25.2,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7340406,Quản trị văn phòng,26.0,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,26.25,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320205,Quản lý thông tin,23.75,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320205,Quản lý thông tin,23.75,A01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310206,Quan hệ quốc tế,26.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310206_CLC,Quan hệ quốc tế chất lượng cao,25.4,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,26.25,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7340406,Quản trị văn phòng,26.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310206_CLC,Quan hệ quốc tế chất lượng cao,25.4,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,26.25,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320205,Quản lý thông tin,23.75,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310206,Quan hệ quốc tế,26.0,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,26.25,D15,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7340406,Quản trị văn phòng,26.0,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320205,Quản lý thông tin,23.75,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310401,Tâm lý học,26.6,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310401,Tâm lý học,26.6,B00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310401,Tâm lý học,26.6,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7310401,Tâm lý học,26.6,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320201,Thông tin - thư viện,21.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320201,Thông tin - thư viện,21.0,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320201,Thông tin - thư viện,21.0,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320201,Thông tin - thư viện,21.0,A01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,21.0,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,21.0,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229009,Tôn giáo học,21.0,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,21.75,D14,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,21.75,A01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,21.75,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7229001,Triết học,21.75,C00,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320104,Truyền thông đa phương tiện,26.25,D01,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320104,Truyền thông đa phương tiện,26.25,D15,"0",
QSX,Đại học Khoa học xã hội và Nhân văn - Đại học Quốc gia TP HCM,TP HCM,7320104,Truyền thông đa phương tiện,26.25,D14,"0",
KCN,Đại học Khoa Học Và Công Nghệ Hà Nội,Hà Nội,7460112,ĐH Toán ứng dụng,25.6,"A00, A01, B00, D07","0",
KCN,Đại học Khoa Học Và Công Nghệ Hà Nội,Hà Nội,7520201,Kỹ thuật điện,20.3,"A00, A01, A02, D07","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7320101,Báo chí,16.0,"C00, D01, D15","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7480201,Công nghệ thông tin,17.0,"A00, A01, D01, D07","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7420201,Công nghệ sinh học,15.0,"A00, B00, D01, D08","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7760101,Công tác xã hội,16.0,"C00, C19, D01, D14","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7510401,Công nghệ kỹ thuật hoá học,16.0,"A00, B00, D01, D07","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7510302,Điện tử - viễn thông,15.0,"A00, A01, D01, D07","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7310608,Đông phương học,15.0,"C00, C19, D01, D14","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7220104,Hán - Nôm,15.75,"C00, C19, D14","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7440112,Hóa học,16.0,"A00, B00, D01, D07","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7440301,Khoa học môi trường,16.0,"A00, B00, D07, D15","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7580101,Kiến trúc,15.0,"V00, V01, V02","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7580211,Kỹ thuật cơ sở hạ tầng,15.5,"A00, B00, D01, D10","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7480103,Kỹ thuật phần mềm,16.0,"A00, A01, D01, D15","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229010,Lịch sử,15.0,"C00, C19, D01, D14","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7310205,Quản lý nhà nước,16.0,"C14, C19, D01, D66","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7850101,Quản lý tài nguyên và môi trường,15.5,"B00, C04, D01, D10","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229001,Triết học,16.0,"A00, C19, D01, D66","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7229030,Văn học,15.75,"C00, C19, D14","0",
DHT,Đại học Khoa Học - Đại học Huế,Huế,7310301,Xã hội học,15.75,"C00, C19, D01, D14","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7320101,Báo chí,15.0,"C00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7760101,Công tác xã hội,15.0,"C00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7420201,Công nghệ sinh học,17.0,"A00, B00, B08, D07","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7510401,Công nghệ kỹ thuật hoá học,15.0,"A00, A16, B00, C14","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7810101,Du lịch,15.0,"C00, C04, C20, D01","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7340401,Khoa học quản lý,15.0,"C00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7229010,Lịch sử,15.0,"C00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7380101,Ngành Luật,15.0,"C00, C14, C20, D01","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7220201,Ngôn ngữ Anh,15.0,"D01, D14, D15, D66","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"C00, C20, D01, D66","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7850101,Quản lý tài nguyên và môi trường,15.0,"A00, B00, C20, D01","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7320201,Thông tin - thư viện,15.0,"C00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7460117,Toán tin,15.0,"A00, C14, D01, D84","0",
DTZ,Đại học Khoa Học - Đại học Thái Nguyên,Thái Nguyên,7229030,Văn học,15.0,"C00, C14, D01, D84","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580101_1,Chương trình tiên tiến ngành Kiến trúc,22.0,"V00, V01, V02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7510105,Công nghệ kỹ thuật vật liệu xây dựng,15.65,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580210_2,Công nghệ cơ điện công trình,16.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7480201,Công nghệ thông tin,21.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7210105,Điêu khắc,20.0,"H00, H02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580102,Kiến trúc cảnh quan,24.75,"V00, V01, V02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580101,Kiến trúc,28.5,"V00, V01, V02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580301,Kinh tế xây dựng,17.0,"A00, A01, C01, D01","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580201_1,Kỹ thuật xây dựng (Chuyên ngành Xây dựng công trình ngầm đô thị),15.85,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580210,Kỹ thuật cơ sở hạ tầng,16.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580201,Kỹ thuật xây dựng,16.05,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580210_1,Kỹ thuật cơ sở hạ tầng (Chuyên ngành Kỹ thuật môi trường đô thị),16.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580213,Kỹ thuật cấp thoát nước,16.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580205,Kỹ thuật xây dựng công trình giao thông,16.0,"A00, A01, D01, D07","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580302,Quản lý xây dựng,17.5,"A00, A01, C01, D01","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580105,Quy hoạch vùng và đô thị,26.0,"V00, V01, V02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7210404,Thiết kế thời trang,21.5,"H00, H02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7580108,Thiết kế nội thất,20.0,"H00, H02","0",
KTA,Đại học Kiến trúc Hà Nội,Hà Nội,7210403,Thiết kế đồ họa,22.25,"H00, H02","0",
TKG,Đại học Kiên Giang,Kiên Giang,7620105,Chăn nuôi,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7540101,Công nghệ thực phẩm,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7420201,Công nghệ sinh học,14.0,B04,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7510406,Công nghệ kỹ thuật Môi trường,17.0,C04,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7510103,Công nghệ kỹ thuật xây dựng,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7480201,Công nghệ thông tin,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7620301,ĐH Nuôi trồng thủy sản,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7340301,Kế toán,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7620110,Khoa học cây trồng,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7380101,Ngành Luật,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7220201,Ngôn ngữ Anh,14.0,D01,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7850101,Quản lý tài nguyên và môi trường,18.5,D15,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7340101,Quản trị Kinh doanh,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7140209,Sư phạm Toán học,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7340201,Tài chính – Ngân hàng,14.0,A00,"0",
TKG,Đại học Kiên Giang,Kiên Giang,7220101,Tiếng Việt & Văn hóa Việt Nam,14.0,D01,"0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7480201,Công nghệ thông tin,14.45,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7510301,"Công nghệ kỹ thuật điện, điện tử",14.45,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7340301,Kế toán,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580101,Kiến trúc,15.55,"A01, V00, V01, V02","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580201,Kỹ thuật xây dựng,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580205,Kỹ thuật xây dựng công trình giao thông,14.15,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580210,Kỹ thuật cơ sở hạ tầng,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7220204,Ngôn ngữ Trung Quốc,18.0,"A01, D01, D14, D15","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7220201,Ngôn ngữ Anh,15.5,"A01, D01, D14, D15","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7340101,Quản trị Kinh doanh,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7810103,Quản trị dịch vụ du lịch và lữ hành,14.45,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580302,Quản lý xây dựng,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580105,Quy hoạch vùng và đô thị,15.55,"A01, V00, V01, V02","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7340201,Tài chính – Ngân hàng,14.55,"A00, A01, B00, D01","0",
KTD,Đại học Kiến trúc Đà Nẵng,Đà Nẵng,7580108,Thiết kế nội thất,15.55,"A01, V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580102,Kiến trúc cảnh quan,22.89,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580101,Kiến trúc,24.28,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580101CLC,Kiến trúc (Chất lượng cao),23.6,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580101DL,Kiến trúc,20.25,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580101CT,Kiến trúc,20.8,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580201DL,Kỹ thuật xây dựng,15.5,"A00, A01, C01, C02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580201CLC,Kỹ thuật xây dựng ( Chất lượng cao),15.5,"A00, A01, C01, C02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580210,Kỹ thuật cơ sở hạ tầng,15.5,"A00, A01, C01, D01","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580201,Kỹ thuật xây dựng,21.9,"A00, A01, C01, C02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580201CT,Kỹ thuật xây dựng,15.5,"A00, A01, C01, C02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7210110,Mỹ thuật đô thị,22.05,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580302,Quản lý xây dựng,21.7,"A00, A01, C01, C02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580105CLC,Quy hoạch vùng và đô thị (Chất lượng cao),16.5,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580105,Quy hoạch vùng và đô thị,21.76,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7210402,Thiết kế công nghiệp,24.6,"H01, H02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7210404,Thiết kế thời trang,24.48,"H01, H06","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580108,Thiết kế nội thất,24.15,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580108CT,Thiết kế nội thất,17.0,"V00, V01, V02","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7210403,Thiết kế đồ họa,25.4,"H01, H06","0",
KTS,Đại học Kiến trúc TP HCM,TP HCM,7580199,Thiết kế đô thị ( CT tiên tiến),15.0,"V00, V01, V02","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7480201,Công nghệ thông tin,20.0,"A00, A01, C01, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7320106,Công nghệ truyền thông,20.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340301,Kế toán,19.0,"A00, A01, C01, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340121,Kinh doanh thương mại,20.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,24.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7380108,Luật quốc tế,20.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7380107,Luật kinh tế,19.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340115,Marketing,23.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340120,Ngành Kinh doanh quốc tế,23.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7380101,Ngành Luật,19.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220201,Ngôn ngữ Anh,19.0,"A01, D01, D14, D15","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220210,Ngôn ngữ Hàn Quốc,19.0,"A01, D01, D14, D15","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220204,Ngôn ngữ Trung Quốc,19.0,"A01, D01, D14, D15","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7220209,Ngôn ngữ Nhật,19.0,"A01, D01, D14, D15","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7310206,Quan hệ quốc tế,21.0,"A01, D01, D14, D15","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7810202,Quản trị nhà hàng và dịch vụ ăn uống,20.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340101,Quản trị Kinh doanh,22.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340404,Quản trị nhân lực,22.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,20.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7320108,Quan hệ công chúng,21.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7810201,Quản trị khách sạn,21.0,"A00, A01, C00, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340201,Tài chính – Ngân hàng,20.0,"A00, A01, C01, D01","0",
UEF,Đại học Kinh tế - Tài chính TP HCM,TP HCM,7340122,Thương mại điện tử,21.0,"A00, A01, C01, D01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7480201,Công nghệ thông tin,16.0,"A00, A01, D01, D10","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7510203,Công nghệ kỹ thuật cơ điện tử,15.4,"A00, A01, A02, A09","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",15.0,"A00, A01, A09, D01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7510205,Công nghệ kỹ thuật ô tô,15.1,"A00, A01, B03, C01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7510406,Công nghệ kỹ thuật Môi trường,15.0,"A00, B00, B03, C02","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7720301,Điều dưỡng,19.4,"A00, A02, B00, D07","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7720201,Dược học,21.15,"A00, A02, B00, D07","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7340301,Kế toán,16.0,"A00, A08, C03, D01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7580101,Kiến trúc,15.0,"H06, V00, V01, V02","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7310101,Kinh tế,15.0,"A00, A01, A08, D01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7580201,Kỹ thuật xây dựng,15.0,"A00, A01, B08, C14","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7380107,Luật kinh tế,15.5,"A00, C00, C14, D01","0",
DQK,Đại học Kinh doanh và Công nghệ Hà Nội,Hà Nội,7340120,Ngành Kinh doanh quốc tế,15.6,"A00, A09, C04, D01","0",
