ma_truong,ten_truong,dia_diem,ma_nganh,ten_nganh,diem,to_hop_mon,hoc_phi
DPC,Đại học Phan Châu Trinh,Quảng Nam,7720101,Y khoa,22.5,"A00, B00, D08",
DPY,Đại học Phú Yên,Phú Yên,7140202,Giáo dục Tiểu học,25.75,A00,
DPY,Đại học Phú Yên,Phú Yên,7140201,Giáo dục Mầm non,24.4,M01,
DPY,Đại học Phú Yên,Phú Yên,7140209,Sư phạm Toán học,25.7,A00,
DPY,Đại học Phú Yên,Phú Yên,7140247,Sư phạm khoa học tự nhiên,24.02,A00,
DPY,Đại học Phú Yên,Phú Yên,7140217,Sư phạm Ngữ văn,25.73,C00,
DPD,Đại học Phương Đông,Hà Nội,7510301,"Công nghệ kỹ thuật điện, điện tử",15.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7510203,Công nghệ kỹ thuật cơ điện tử,15.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7480201,Công nghệ thông tin,16.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7340301,Kế toán,16.0,"A00, A01, D01",
DPD,Đại học Phương Đông,Hà Nội,7580301,Kinh tế xây dựng,15.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7580201,Kỹ thuật xây dựng,15.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7220204,Ngôn ngữ Trung Quốc,24.0,"D01, D04",
DPD,Đại học Phương Đông,Hà Nội,7220201,Ngôn ngữ Anh,18.0,D01,
DPD,Đại học Phương Đông,Hà Nội,7220209,Ngôn ngữ Nhật,15.0,"D01, D06",
DPD,Đại học Phương Đông,Hà Nội,7810103,Quản trị dịch vụ du lịch và lữ hành,16.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7340406,Quản trị văn phòng,15.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7340101,Quản trị Kinh doanh,16.0,"A00, A01, D01",
DPD,Đại học Phương Đông,Hà Nội,7340201,Tài chính – Ngân hàng,16.0,"A00, A01, D01",
DPD,Đại học Phương Đông,Hà Nội,7340122,Thương mại điện tử,16.0,"A00, A01, C01, D01",
DPD,Đại học Phương Đông,Hà Nội,7320104,Truyền thông đa phương tiện,20.0,"A01, C03, D01, D09",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7510301,"Công nghệ kỹ thuật điện, điện tử",15.0,"A00, A02, A10, D84",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7480201,Công nghệ thông tin,15.0,"A00, A01, A10, D84",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7520320,Ngành Kỹ thuật môi trường,15.0,"A00, D84",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7220201,Ngôn ngữ Anh,15.0,"D01, D14, D15, D66",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7340101,Quản trị Kinh doanh,15.0,"A01, C00, C14, D01",
DHP,Đại học Quản lý và Công nghệ Hải Phòng,Hải Phòng,7310630D,Việt Nam học,15.0,"C00, D01, D66",
DQU,Đại học Quảng Nam,Quảng Nam,7620112,Bảo vệ thực vật,14.0,"A02, B00, D08, D13",
DQU,Đại học Quảng Nam,Quảng Nam,7480201,Công nghệ thông tin,14.0,"A00, A01, C14, D01",
DQU,Đại học Quảng Nam,Quảng Nam,7140201,Giáo dục Mầm non,24.26,"M00, M01, M02, M03",
DQU,Đại học Quảng Nam,Quảng Nam,7140202,Giáo dục Tiểu học,25.8,"A00, C00, C14, D01",
DQU,Đại học Quảng Nam,Quảng Nam,7229010,Lịch sử,23.0,"A08, C00, C19, D14",
DQU,Đại học Quảng Nam,Quảng Nam,7220201,Ngôn ngữ Anh,14.0,"A01, D01, D11, D66",
DQU,Đại học Quảng Nam,Quảng Nam,7340101,Quản trị Kinh doanh,14.0,"A00, D01, D84, D96",
DQU,Đại học Quảng Nam,Quảng Nam,7140231,Sư phạm Tiếng Anh,23.94,"A01, D01, D14, D15",
DQU,Đại học Quảng Nam,Quảng Nam,7140209,Sư phạm Toán học,24.25,"A00, A01, C14, D01",
DQU,Đại học Quảng Nam,Quảng Nam,7140211,Sư phạm Vật lý,23.5,"A00, A01, A02, D11",
DQU,Đại học Quảng Nam,Quảng Nam,7140217,Sư phạm Ngữ văn,25.74,"C00, C19, C20, D14",
DQU,Đại học Quảng Nam,Quảng Nam,7140213,Sư phạm Sinh học,21.75,"A02, B00, D08, D13",
DQU,Đại học Quảng Nam,Quảng Nam,7310630,Việt Nam học,14.0,"A09, C00, C20, D01",
DQT,Đại học Quang Trung,Bình Định,7510103,Công nghệ kỹ thuật xây dựng,15.0,"A00, A09, C04, D10",
DQT,Đại học Quang Trung,Bình Định,7420201,Công nghệ sinh học,15.0,"B00, B08, C09, D13",
DQT,Đại học Quang Trung,Bình Định,7480201,Công nghệ thông tin,16.0,"A00, A01, C02, D01",
DQT,Đại học Quang Trung,Bình Định,7720301,Điều dưỡng,19.0,"B00, B03, C08, D13",
DQT,Đại học Quang Trung,Bình Định,7340301,Kế toán,15.0,"A00, A09, C14, D10",
DQT,Đại học Quang Trung,Bình Định,7620115,Kinh tế nông nghiệp,15.0,"A09, B08, C08, D01",
DQT,Đại học Quang Trung,Bình Định,7310101,Kinh tế,15.0,"A00, A09, C14, D01",
DQT,Đại học Quang Trung,Bình Định,7220201,Ngôn ngữ Anh,15.0,"D01, D14, D15, D66",
DQT,Đại học Quang Trung,Bình Định,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"C00, D01, D14, D15",
DQT,Đại học Quang Trung,Bình Định,7810203,Quản trị Khách sạn - Nhà hàng,15.0,"C00, D01, D14, D15",
DQT,Đại học Quang Trung,Bình Định,7340101,Quản trị Kinh doanh,15.0,"A01, C14, D14, D15",
DQT,Đại học Quang Trung,Bình Định,7340201,Tài chính – Ngân hàng,15.0,"A00, A09, C14, D10",
DQT,Đại học Quang Trung,Bình Định,7720701,Y tế công cộng,15.0,"B00, B03, C08, C13",
DQB,Đại Học Quảng Bình,Quảng Bình,7480201,Công nghệ thông tin,15.0,"A00, A01, A02, D01",
DQB,Đại Học Quảng Bình,Quảng Bình,7140201,Giáo dục Mầm non,23.05,"M05, M06, M07, M14",
DQB,Đại Học Quảng Bình,Quảng Bình,7140206,Giáo dục Thể chất,21.5,"T00, T02, T05, T07",
DQB,Đại Học Quảng Bình,Quảng Bình,7140202,Giáo dục Tiểu học,26.61,"C00, C14, D01",
DQB,Đại Học Quảng Bình,Quảng Bình,7340301,Kế toán,15.0,"A01, A09, C02, D01",
DQB,Đại Học Quảng Bình,Quảng Bình,7220201,Ngôn ngữ Anh,15.0,"D01, D09, D14, D15",
DQB,Đại Học Quảng Bình,Quảng Bình,7220204,Ngôn ngữ Trung Quốc,15.0,"D01, D09, D14, D15",
DQB,Đại Học Quảng Bình,Quảng Bình,7620101,Nông nghiệp,15.0,"A00, A09, B03, C13",
DQB,Đại Học Quảng Bình,Quảng Bình,7850101,Quản lý tài nguyên và môi trường,15.0,"A00, B03, C04, D01",
DQB,Đại Học Quảng Bình,Quảng Bình,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"C00, C03, D01, D15",
DQB,Đại Học Quảng Bình,Quảng Bình,7340101,Quản trị Kinh doanh,15.0,"A01, A03, C03, D01",
DQB,Đại Học Quảng Bình,Quảng Bình,7140247,Sư phạm khoa học tự nhiên,23.24,"A00, A02, B00, D90",
DQB,Đại Học Quảng Bình,Quảng Bình,7140249,Sư phạm Lịch sử - Địa lý,26.5,"C00, C19, C20, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7480201,Công nghệ thông tin,15.0,"A00, A01, C01, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720301,Điều dưỡng,19.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720401,Dinh dưỡng,15.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720201,Dược học,21.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720302,Hộ sinh,19.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340301,Kế toán,15.0,"A00, A01, C01, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7580101,Kiến trúc,15.0,"A00, A01, V00, V01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720603,Kỹ thuật phục hồi chức năng,19.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720601,Kỹ thuật xét nghiệm y học,19.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7380107,Luật kinh tế,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340114,Marketing kỹ thuật số,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7380101,Ngành Luật,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220204,Ngôn ngữ Trung Quốc,15.0,"A01, C00, D01, D15",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220210,Ngôn ngữ Hàn Quốc,15.0,"A01, C00, D01, D15",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220209,Ngôn ngữ Nhật,16.0,"A01, D14, D15",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7220201,Ngôn ngữ Anh,15.0,"A01, D01, D14, D15",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7320108,Quan hệ công chúng,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7310206,Quan hệ quốc tế,17.75,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340101,Quản trị Kinh doanh,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7810103,Quản trị dịch vụ du lịch và lữ hành,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340412,Quản trị sự kiện,16.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7810201,Quản trị khách sạn,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7140114,Quản lý giáo dục,16.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720501,Răng- Hàm -Mặt,22.5,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340201,Tài chính – Ngân hàng,15.0,"A00, A01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7310401,Tâm lý học,15.0,"A00, B00, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7210403,Thiết kế đồ họa,15.0,"A00, A01, H00, H01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7340122,Thương mại điện tử,15.0,"A00, A01, C00, D01",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7320104,Truyền thông đa phương tiện,16.25,"A01, C00, D01, D15",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7310630,Việt Nam học,18.0,"A07, C00, D01, D78",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720101,Y khoa,22.5,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720701,Y tế công cộng,15.0,"A00, B00, D07, D08",
HIU,Đại học Quốc tế Hồng Bàng,TP HCM,7720115,Y học cổ truyền,21.0,"A00, B00, D07, D08",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7480201,Công nghệ thông tin,17.0,"A00, A01, D01, D07",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7140103,Công nghệ Giáo dục,16.0,"A00, A01, D01, D07",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7310608,Đông phương học,16.0,"A01, C00, D01, D04",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7340301,Kế toán,16.0,"A00, A01, C01, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7480101,Khoa học máy tính,17.0,"A00, A01, D01, D07",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7510605,Logistics và Quản lý chuỗi cung ứng,17.0,"A00, A01, A07, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7380107,Luật kinh tế,17.0,"A00, A01, C00, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7220201,Ngôn ngữ Anh,17.0,"D01, D11, D12, D15",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7320108,Quan hệ công chúng,17.0,"A00, A01, C00, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7340101,Quản trị Kinh doanh,17.0,"A00, A01, A07, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7810201,Quản trị khách sạn,16.0,"A00, A01, A07, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7310401,Tâm lý học,16.0,"C00, D01, D14, D15",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7340122,Thương mại điện tử,16.0,"A00, A01, A07, D01",
TTQ,Đại học Quốc tế Sài Gòn,TP HCM,7320104,Truyền thông đa phương tiện,17.0,"A00, A01, C00, D01",
DQN,Đại học Quy Nhơn,Bình Định,7540101,Công nghệ thực phẩm,15.0,"A00, B00, C02, D07",
DQN,Đại học Quy Nhơn,Bình Định,7510401,Công nghệ kỹ thuật hoá học,15.0,"A00, B00, C02, D07",
DQN,Đại học Quy Nhơn,Bình Định,7760101,Công tác xã hội,20.25,"C00, D01, D14",
DQN,Đại học Quy Nhơn,Bình Định,7510205,Công nghệ kỹ thuật ô tô,16.0,"A00, A01",
DQN,Đại học Quy Nhơn,Bình Định,7480201,Công nghệ thông tin,16.5,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7460112,ĐH Toán ứng dụng,15.0,"A00, A01, D07, D90",
DQN,Đại học Quy Nhơn,Bình Định,7310608,Đông phương học,15.0,"C00, C19, D14, D15",
DQN,Đại học Quy Nhơn,Bình Định,7140201,Giáo dục Mầm non,23.1,M00,
DQN,Đại học Quy Nhơn,Bình Định,7140205,Giáo dục Chính trị,26.65,"C00, C19, C20, D01",
DQN,Đại học Quy Nhơn,Bình Định,7140202,Giáo dục Tiểu học,26.95,"A00, C00, D01",
DQN,Đại học Quy Nhơn,Bình Định,7140206,Giáo dục Thể chất,26.5,"T00, T02, T03, T05",
DQN,Đại học Quy Nhơn,Bình Định,7440112,Hóa học,15.0,"A00, B00, D07, D12",
DQN,Đại học Quy Nhơn,Bình Định,7340301,Kế toán,17.75,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7340301CLC,Kế toán CLC,18.0,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7440122,Khoa học vật liệu,15.0,"A00, A01, A02",
DQN,Đại học Quy Nhơn,Bình Định,7460108,Khoa học dữ liệu (Data Science),15.0,"A00, A01, D07, D90",
DQN,Đại học Quy Nhơn,Bình Định,7340302,Kiểm toán,18.75,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7310101,Kinh tế,18.0,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7520201,Kỹ thuật điện,16.0,"A00, A01, D07",
DQN,Đại học Quy Nhơn,Bình Định,7580201,Kỹ thuật xây dựng,15.0,"A00, A01, D07",
DQN,Đại học Quy Nhơn,Bình Định,7480103,Kỹ thuật phần mềm,15.0,"A00, A01",
DQN,Đại học Quy Nhơn,Bình Định,7510605,Logistics và Quản lý chuỗi cung ứng,21.0,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,15.0,"A00, A01, D07",
DQN,Đại học Quy Nhơn,Bình Định,7520207,Ngành Kỹ thuật điện tử truyền thông,15.0,"A00, A01, D07",
DQN,Đại học Quy Nhơn,Bình Định,7380101,Ngành Luật,23.65,"A00, C00, C19, D01",
DQN,Đại học Quy Nhơn,Bình Định,7220201,Ngôn ngữ Anh,22.0,"A01, D01, D14, D15",
DQN,Đại học Quy Nhơn,Bình Định,7220204,Ngôn ngữ Trung Quốc,23.5,"A01, D01, D04, D15",
DQN,Đại học Quy Nhơn,Bình Định,7620109,Nông học,15.0,"B00, B03, B04, C08",
DQN,Đại học Quy Nhơn,Bình Định,7850103,Quản lý đất đai,15.0,"A00, B00, C04, D01",
DQN,Đại học Quy Nhơn,Bình Định,7340101,Quản trị Kinh doanh,17.0,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7810103,Quản trị dịch vụ du lịch và lữ hành,19.85,"A00, A01, D01, D14",
DQN,Đại học Quy Nhơn,Bình Định,7310205,Quản lý nhà nước,23.15,"A00, C00, C19, D01",
DQN,Đại học Quy Nhơn,Bình Định,7140114,Quản lý giáo dục,22.5,"A00, A01, C00, D01",
DQN,Đại học Quy Nhơn,Bình Định,7850101,Quản lý tài nguyên và môi trường,15.0,"A00, B00, C04, D01",
DQN,Đại học Quy Nhơn,Bình Định,7810201,Quản trị khách sạn,18.35,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7140219,Sư phạm Địa lý,27.3,"C00, C20, D15",
DQN,Đại học Quy Nhơn,Bình Định,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),22.85,"A00, A01, D07",
DQN,Đại học Quy Nhơn,Bình Định,7140247,Sư phạm khoa học tự nhiên,25.65,"A00, A01, A02, B00",
DQN,Đại học Quy Nhơn,Bình Định,7140213,Sư phạm Sinh học,23.9,"A02, B00, B08",
DQN,Đại học Quy Nhơn,Bình Định,7140231,Sư phạm Tiếng Anh,25.92,D01,
DQN,Đại học Quy Nhơn,Bình Định,7140249,Sư phạm Lịch sử - Địa lý,27.15,"C00, C19, C20",
DQN,Đại học Quy Nhơn,Bình Định,7140211,Sư phạm Vật lý,25.75,"A00, A01, A02",
DQN,Đại học Quy Nhơn,Bình Định,7140218,Sư phạm Lịch sử,27.45,"C00, C19, D14",
DQN,Đại học Quy Nhơn,Bình Định,7140209,Sư phạm Toán học,26.5,"A00, A01",
DQN,Đại học Quy Nhơn,Bình Định,7140217,Sư phạm Ngữ văn,27.35,"C00, D14, D15",
DQN,Đại học Quy Nhơn,Bình Định,7340201,Tài chính – Ngân hàng,20.25,"A00, A01, D01",
DQN,Đại học Quy Nhơn,Bình Định,7310403,Tâm lý học giáo dục,23.0,"A00, C00, C19, D01",
DQN,Đại học Quy Nhơn,Bình Định,7480107,Trí tuệ nhân tạo,15.0,"A00, A01, D07, D90",
DQN,Đại học Quy Nhơn,Bình Định,7229030,Văn học,23.5,"C00, C19, D14, D15",
DQN,Đại học Quy Nhơn,Bình Định,7310630,Việt Nam học,18.0,"C00, C19, D01, D15",
SDU,Đại học Sao Đỏ,Hải Dương,7510201,Công nghệ kỹ thuật cơ khí (Chuyên ngành Công nghệ hàn),17.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7510301,"Công nghệ kỹ thuật điện, điện tử",17.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7480201,Công nghệ thông tin,17.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7540101,Công nghệ thực phẩm,16.0,"A00, A09, B00, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7510205,Công nghệ kỹ thuật ô tô,18.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7540204,Công nghệ may,16.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7340301,Kế toán,16.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7520114,Kỹ thuật cơ điện tử,16.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7520216,Ngành Kỹ thuật điều khiển & Tự động hóa,17.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7220204,Ngôn ngữ Trung Quốc,18.0,"D01, D15, D66, D71",
SDU,Đại học Sao Đỏ,Hải Dương,7340101,Quản trị Kinh doanh,16.0,"A00, A09, C04, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7810103,Quản trị dịch vụ du lịch và lữ hành,16.0,"C00, C20, D01, D15",
SDU,Đại học Sao Đỏ,Hải Dương,7140246,Sư phạm công nghệ,19.0,"A00, A16, C01, D01",
SDU,Đại học Sao Đỏ,Hải Dương,7140234,Sư phạm Tiếng Trung Quốc,21.74,"D01, D15, D78, D83",
TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội,Hà Nội,7140208,Giáo dục Quốc phòng - An ninh,36.03,"C00, C19, D66",
TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội,Hà Nội,7140206,Giáo dục Thể chất,33.42,"T00, T02, T05",
TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội,Hà Nội,7810302,Golf,27.87,"T00, T02, T05",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140205,Giáo dục Chính trị,27.05,"C00, C19, C20, D66","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140202TA,Giáo dục Tiểu học,26.5,"C00, D01, D08, D10","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140201,Giáo dục Mầm non,24.2,"M01, M09","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140208,Giáo dục Quốc phòng - An ninh,26.95,"C00, C19, C20, D66","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140248,Giáo dục Pháp luật,26.0,"C00, C19, C20, D66","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140204,Giáo dục Công dân,27.3,"C00, C19, C20, D66","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140202,Giáo dục Tiểu học,27.75,"C00, D01, D08, D10","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7480104,Hệ thống thông tin,15.0,"A00, A01, D01, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140249,Sư phạm Lịch sử - Địa lý,27.37,"C00, C19, C20, D78","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140211TA,Sư phạm Vật lý,28.2,"A00, A01, D07, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140219,Sư phạm Địa lý,28.05,"C00, C20, D15, D78","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140213,Sư phạm Sinh học,24.6,"B00, B02, B04, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),23.3,"A00, A01, D01, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140213TA,Sư phạm Sinh học,28.0,"B00, B02, D08, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140246,Sư phạm công nghệ,19.0,"A00, A02, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140212TA,Sư phạm Hoá học,28.0,"A00, B00, D07, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140221,Sư phạm Âm nhạc,19.5,"N00, N01","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140209,Sư phạm Toán học,26.2,"A00, A01, D07","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140210TA,Sư phạm Tin học,22.3,"A00, A01, D01, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140212,Sư phạm Hóa học,25.8,"A00, B00, D07, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140218,Sư phạm Lịch sử,28.3,"C00, C19, D14, D78","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140211,Sư phạm Vật lý,25.7,"A00, A01, A02, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140217,Sư phạm Ngữ văn,28.1,"C00, C19, D01, D66","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140209TA,Sư phạm Toán học,26.2,"A00, A01, D07","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7140247,Sư phạm khoa học tự nhiên,24.6,"A00, B00, D90","14,100,000",
DHS,Đại học Sư Phạm - Đại học Huế,Huế,7310403,Tâm lý học giáo dục,23.8,"B00, C00, C20, D01","14,100,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7480201,Công nghệ thông tin,21.6,"A00, A01, C01, D01","14,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7420201,Công nghệ sinh học,15.35,"A02, B00, B03, B08","13,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140201,Giáo dục Mầm non,25.73,"M01, M05, M09","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140204,Giáo dục Công dân,27.94,"C00, C19, D01, D66","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140208,Giáo dục Quốc phòng - An ninh,27.63,"C00, C19, D01, D66","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140202,Giáo dục Tiểu học,27.39,"A00, A01, C04, D01","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140206,Giáo dục Thể chất,20.0,"T00, T01, T02, T05","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7440122,Khoa học vật liệu,18.85,"A00, A01, C01, D11","13,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7220204,Ngôn ngữ Trung Quốc,26.14,"D01, D04, D11, D14","12,000,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7220201,Ngôn ngữ Anh,25.94,"A01, D01, D11, D12","12,000,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7810301,Quản lý thể dục thể thao,18.0,"T00, T01, T02, T05","12,000,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140231,Sư phạm Tiếng Anh,27.2,"A01, D11, D12","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140210,Sư phạm Tin học (Chuyên ngành Tin học – Công nghệ Tiểu học),24.85,"A00, A01, C01, D01","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140249,Sư phạm Lịch sử - Địa lý,28.42,"A07, C00, C19, C20","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140212,Sư phạm Hóa học,26.54,"A00, A06, B00, D07","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140217,Sư phạm Ngữ văn,28.83,"C00, C14, D01, D15","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140247,Sư phạm khoa học tự nhiên,25.57,"A00, A02, A16, B00","12,500,000",
SP2,Đại học Sư phạm Hà Nội 2,Vĩnh Phúc,7140211,Sư phạm Vật lý,26.81,"A00, A01, C01, D11","12,500,000",
